Dextran   ;;;;;;;;;;;;;;;;;;;;;;;
Dextromoramide  ;;;;;;;;;;;;;;;;;;;;;;;
dezocine  ;;;;;;;;;;;;;;;;;;;;;;;
Diazepam  ;;;; ;; ; Urea  ;;;;;;;;;;;;;;;;
Diazoxide  ;;;;;;;;;;;;;;;;;;;;;;;
Diclofenac Sodium  ;;;;;;;;;;;;;;;;;;;;;;;
Dicobalt edetate  ;;;;;;;;;;;;;;;;;;;;;;;
Dicyclomine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Diethylstilbestrol  ;;;;;;;;;;;;;;;;;;;;;;;
Digoxin  ;;;;;;;;;;;;;;;;;;;;;;;
digoxin antibodies Fab fragments  ;;;;;;;;;;;;;;;;;;;;;;;
Dihematoporphyrin Ether  ;;;;;;;;;;;;;;;;;;;;;;;
Dihydroergotamine Mesylate  ;;;;;;;;;;;;;;;;;;;;;;;
Diltiazem Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Dimenhydrinate  ;;;;;;;;;;;;;;;;;;;;;;;
Dimercaprol  ;;;;;;;;;;;;;;;;;;;;;;;
Dinoprost  ;;;;;;;;;;;;;;;;;;;;;;;
Diphenhydramine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Dipyridamole  ;;;;;;;;;;;;;;;;;;;;;;;
distigmine  ;;;;;;;;;;;;;;;;;;;;;;;
Dobutamine  ;;;;;;;;;;;;;;;;;;;;;;;
docetaxel  ;;;;;;;;;;;;;;;;;;;;;;;
Dolasetron  ;;;;;;;;;;;;;;;;;;;;;;;
Dopamine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
doramectin  ;;;; Ophthalmic Suspension;;;;;;;;;;;;;;;;;;;
doripenem  ;;;;;;;;;;;;;;;;;;;;;;;
doxacurium  ;;;; Extended Release Suspension;;;;;;;;;;;;;;;;;;;
Doxapram Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Doxercalciferol  ;;;;;;;;;;;;;;;;;;;;;;;
Doxorubicin  ;;;;;;;;;;;;;;;;;;;;;;;
Doxorubicin Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
doxorubicin hydrochloride liposome  ;;;; ;; ; Thiamine hydrochloride  ;;;;;;;;;;;;;;;;
Doxycycline  ;;;;;;;;;;;;;;;;;;;;;;;
Droperidol  ;;;;;;;;;;;;;;;;;;;;;;;
drotrecogin alfa  ;;;;;;;;;;;;;;;;;;;;;;;
Dyphylline  ;;;;;;;;;;;;;;;;;;;;;;;
ecallantide  ;;;;;;;;;;;;;;;;;;;;;;;
eculizumab  ;;;;;;;;;;;;;;;;;;;;;;;
edetate calcium disodium  ;;;;;;;;;;;;;;;;;;;;;;;
Edrophonium Chloride  ;;;;;;;;;;;;;;;;;;;;;;;
efalizumab  ;;;;;;;;;;;;;;;;;;;;;;;
Enalapril Maleate  ;;;;;;;;;;;;;;;;;;;;;;;
Enalaprilat  ;;;;;;;;;;;;;;;;;;;;;;;
enfuvirtide  ;;;;;;;;;;;;;;;;;;;;;;;
Enoxaparin sodium  ;;;;;;;;;;;;;;;;;;;;;;;
enrofloxacin  ;;;;;;;;;;;;;;;;;;;;;;;
Epinephrine  ;;;;;;;;;;;;;;;;;;;;;;;
Epirubicin Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Epoetin Alfa  UNT;;;;;;;;;;;;;;;;;;;;;;;
Epoprostenol  ;;;;;;;;;;;;;;;;;;;;;;;
eprinomectin  ;;;;;;;;;;;;;;;;;;;;;;;
eptifibatide  ;;;;;;;;;;;;;;;;;;;;;;;
Ergonovine  ;;;;;;;;;;;;;;;;;;;;;;;
eribulin mesylate  ;;;;;;;;;;;;;;;;;;;;;;;
ertapenem  ;;;;;;;;;;;;;;;;;;;;;;;
Erwinia asparaginase  UNT;;;;;;;;;;;;;;;;;;;;;;;
Erythromycin Gluceptate  ;;;;;;;;;;;;;;;;;;;;;;;
erythromycin lactobionate  ;;;;;;;;;;;;;;;;;;;;;;;
Esmolol hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Esomeprazole  ;;;;;;;;;;;;;;;;;;;;;;;
Estradiol  ;;;;;;;;;;;;;;;;;;;;;;;
Estradiol  ;;;;;;;;;;;;;;;;;;;;;;;
Estrone  ;;;;;;;;;;;;;;;;;;;;;;;
Etanercept  ;;;;;;;;;;;;;;;;;;;;;;;
Ethacrynate  ;;;;;;;;;;;;;;;;;;;;;;;
ethamivan  ;;;;;;;;;;;;;;;;;;;;;;;
Ethamsylate  ;;;;;;;;;;;;;;;;;;;;;;;
ethanolamine oleate  ;;;;;;;;;;;;;;;;;;;;;;;
Ethiodized Oil  ;;;;;;;;;;;;;;;;;;;;;;;
Ethoglucid  ;;;;;;;;;;;;;;;;;;;;;;;
Etidocaine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Etidronate Disodium  ;;;;;;;;;;;;;;;;;;;;;;;
Etomidate  ;;;;;;;;;;;;;;;;;;;;;;;
Etoposide  ;;;;;;;;;;;;;;;;;;;;;;;
exenatide  ;;;;;;;;;;;;;;;;;;;;;;;
Factor IX  UNT;;;;;;;;;;;;;;;;;;;;;;;
Factor VIIa  ;;;;;;;;;;;;;;;;;;;;;;;
Factor VIII  ;;;;;;;;;;;;;;;;;;;;;;;
Factor VIII  UNT;;;;;;;;;;;;;;;;;;;;;;;
factor XIII (human)  ;;;;;;;;;;;;;;;;;;;;;;;
factor XIII (human)  UNT;;;;;;;;;;;;;;;;;;;;;;;
Famotidine  ;;;;;;;;;;;;;;;;;;;;;;;
Fenoldopam  ;;;;;;;;;;;;;;;;;;;;;;;
Fentanyl  ;;;;;;;;;;;;;;;;;;;;;;;
ferric ammonium citrate  ;;;;;;;;;;;;;;;;;;;;;;;
ferumoxides  ;;;;;;;;;;;;;;;;;;;;;;;
ferumoxytol  ;;;;;;;;;;;;;;;;;;;;;;;
fibrinogen concentrate (human)  ;;;;;;;;;;;;;;;;;;;;;;;
Filgrastim  ;;;;;;;;;;;;;;;;;;;;;;;
firocoxib  ;;;;;;;;;;;;;;;;;;;;;;;
florfenicol  ;;;;;;;;;;;;;;;;;;;;;;;
Floxacillin  ;;;;;;;;;;;;;;;;;;;;;;;
Floxuridine  ;;;; Oral Tablet;;;;;;;;;;;;;;;;;;;
Fluconazole  ;;;;;;;;;;;;;;;;;;;;;;;
Fludarabine phosphate  ;;;;;;;;;;;;;;;;;;;;;;;
Flumazenil  ;;;;;;;;;;;;;;;;;;;;;;;
flunixin  ;;;;;;;;;;;;;;;;;;;;;;;
Fluorouracil  ;;;;;;;;;;;;;;;;;;;;;;;
fluphenazine decanoate  ;;;;;;;;;;;;;;;;;;;;;;;
Fluphenazine enanthate  ;;;;;;;;;;;;;;;;;;;;;;;
Fluphenazine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Follitropin Alfa  UNT;;;;;;;;;;;;;;;;;;;;;;;
follitropin beta  UNT;;;;;;;;;;;;;;;;;;;;;;;
fomepizole  ;;;;;;;;;;;;;;;;;;;;;;;
fomivirsen  ;;;;;;;;;;;;;;;;;;;;;;;
fondaparinux  ;;;;;;;;;;;;;;;;;;;;;;;
Fosaprepitant dimeglumine  ;;;;;;;;;;;;;;;;;;;;;;;
foscarnet sodium  ;;;;;;;;;;;;;;;;;;;;;;;
fosfestrol  ;;;;;;;;;;;;;;;;;;;;;;;
Fosphenytoin sodium  ;;;;;;;;;;;;;;;;;;;;;;;
fospropofol disodium  ;;;;;;;;;;;;;;;;;;;;;;;
fulvestrant  ;;;;;;;;;;;;;;;;;;;;;;;
Furosemide  ;;;;;;;;;;;;;;;;;;;;;;;
Gallamine  ;;;;;;;;;;;;;;;;;;;;;;;
gallium nitrate  ;;;;;;;;;;;;;;;;;;;;;;;
galsulfase  ;;;;;;;;;;;;;;;;;;;;;;;
gamithromycin  ;;;;;;;;;;;;;;;;;;;;;;;
Ganciclovir  ;;;;;;;;;;;;;;;;;;;;;;;
gatifloxacin  ;;;;;;;;;;;;;;;;;;;;;;;
gemcitabine  ;;;;;;;;;;;;;;;;;;;;;;;
Gemtuzumab ozogamicin  ;;;;;;;;;;;;;;;;;;;;;;;
Gentamicin Sulfate (USP)  ;;;;;;;;;;;;;;;;;;;;;;;
glatiramer acetate  ;;;;;;;;;;;;;;;;;;;;;;;
Glucagon  ;;;;;;;;;;;;;;;;;;;;;;;
glucarpidase  UNT;;;;;;;;;;;;;;;;;;;;;;;
Glycopyrrolate  ;;;;;;;;;;;;;;;;;;;;;;;
Gold Sodium Thiomalate  ;;;;;;;;;;;;;;;;;;;;;;;
Gonadorelin  ;;;;;;;;;;;;;;;;;;;;;;;
gonadotropin releasing factor analog-diphtheria toxoid conjugate  ;;;;;;;;;;;;;;;;;;;;;;;
Granisetron  ;;;;;;;;;;;;;;;;;;;;;;;
Granisetron  ;;;;;;;;;;;;;;;;;;;;;;;
Haloperidol  ;;;;;;;;;;;;;;;;;;;;;;;
haloperidol decanoate  ;;;;;;;;;;;;;;;;;;;;;;;
Hemin  ;;;;;;;;;;;;;;;;;;;;;;;
hepatitis B immune globulin  UNT;;;;;;;;;;;;;;;;;;;;;;;
Hetastarch  ;;;;;;;;;;;;;;;;;;;;;;;
histamine phosphate  ;;;;;;;;;;;;;;;;;;;;;;;
Histoplasmin  ;;;;;;;;;;;;;;;;;;;;;;;
histrelin  ;;;;;;;;;;;;;;;;;;;;;;;
Horse antihuman thymocyte gamma globulin  ;;;;;;;;;;;;;;;;;;;;;;;
Human normal immunoglobulin  ;;;;;;;;;;;;;;;;;;;;;;;
Human Secretin  ;;;;;;;;;;;;;;;;;;;;;;;
Hyaluronidase  UNT;;;;;;;;;;;;;;;;;;;;;;;
Hydralazine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Hydrocortisone  ;;;;;;;;;;;;;;;;;;;;;;;
Hydrocortisone sodium phosphate  ;;;;;;;;;;;;;;;;;;;;;;;
Hydromorphone Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Hydroxocobalamin  ;;;;;;;;;;;;;;;;;;;;;;;
hydroxyethyl starch -  ;;;;;;;;;;;;;;;;;;;;;;;
hydroxyprogesterone caproate (USP)  ;;;;;;;;;;;;;;;;;;;;;;;
Hydroxyzine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Hyoscyamine Sulfate  ;;;;;;;;;;;;;;;;;;;;;;;
hypromellose  ;;;;;;;;;;;;;;;;;;;;;;;
ibandronic acid  ;;;;;;;;;;;;;;;;;;;;;;;
Ibuprofen  ;;;;;;;;;;;;;;;;;;;;;;;
ibutilide fumarate  ;;;;;;;;;;;;;;;;;;;;;;;
Idarubicin Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
idursulfase  ;;;;;;;;;;;;;;;;;;;;;;;
Ifosfamide  ;;;;;;;;;;;;;;;;;;;;;;;
imiglucerase  UNT;;;;;;;;;;;;;;;;;;;;;;;
Imipramine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Immune Globulin (Human)  ;;;; Ophthalmic Solution;;;;;;;;;;;;;;;;;;;
Immune Globulin (Human)  UNT;;;;;;;;;;;;;;;;;;;;;;;
Immune Globulin Subcutaneous (Human)  ;;;;;;;;;;;;;;;;;;;;;;;
Inamrinone  ;;;;;;;;;;;;;;;;;;;;;;;
incobotulinumtoxin A  UNT;;;;;;;;;;;;;;;;;;;;;;;
Indomethacin  ;;;;;;;;;;;;;;;;;;;;;;;
infliximab  ;;;;;;;;;;;;;;;;;;;;;;;
insulin detemir  UNT;;;;;;;;;;;;;;;;;;;;;;;
Insulin Glargine  UNT;;;;;;;;;;;;;;;;;;;;;;;
Insulin Lispro  UNT;;;;;;;;;;;;;;;;;;;;;;;
Interferon Alfa-a  UNT;;;;;;;;;;;;;;;;;;;;;;;
Interferon Alfa-b  UNT;;;;;;;;;;;;;;;;;;;;;;;
interferon alfacon-  ;;;;;;;;;;;;;;;;;;;;;;;
Interferon Alfa-n  UNT;;;;;;;;;;;;;;;;;;;;;;;
Interferon beta-a  ;;;;;;;;;;;;;;;;;;;;;;;
interferon beta-b  ;;;;;;;;;;;;;;;;;;;;;;;
interferon beta-b  UNT;;;;;;;;;;;;;;;;;;;;;;;
Interferon gamma-b  ;;;;;;;;;;;;;;;;;;;;;;;
Intramuscular immunoglobulin  ;;;;;;;;;;;;;;;;;;;;;;;
Iodamide  ;;;;;;;;;;;;;;;;;;;;;;;
Iodine  ;;;;;;;;;;;;;;;;;;;;;;;
ioxilan  ;;;;;;;;;;;;;;;;;;;;;;;
ipilimumab  ;;;;;;;;;;;;;;;;;;;;;;;
Irinotecan hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Iron-Dextran Complex  ;;;;;;;;;;;;;;;;;;;;;;;
isoniazid  ;;;;;;;;;;;;;;;;;;;;;;;
Isoproterenol Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Isosorbide Dinitrate  ;;;;;;;;;;;;;;;;;;;;;;;
iso-sulfan blue  ;;;;;;;;;;;;;;;;;;;;;;;
Itraconazole  ;;;;;;;;;;;;;;;;;;;;;;;
Ivermectin  ;;;;;;;;;;;;;;;;;;;;;;;
Ivermectin  ;;;;;;;;;;;;;;;;;;;;;;;
Ivermectin  ;;;;;;;;;;;;;;;;;;;;;;;
ixabepilone  ;;;;;;;;;;;;;;;;;;;;;;;
Kanamycin  ;;;;;;;;;;;;;;;;;;;;;;;
Ketamine  ;;;;;;;;;;;;;;;;;;;;;;;
Ketoprofen  ;;;;;;;;;;;;;;;;;;;;;;;
Ketorolac Tromethamine  ;;;;;;;;;;;;;;;;;;;;;;;
Labetalol hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
lacosamide  ;;;;;;;;;;;;;;;;;;;;;;;
lansoprazole  ;;;;;;;;;;;;;;;;;;;;;;;
Laronidase  ;;;;;;;;;;;;;;;;;;;;;;;
lepirudin  ;;;;;;;;;;;;;;;;;;;;;;;
Leucovorin  ;;;;;;;;;;;;;;;;;;;;;;;
Leuprolide Acetate  ;;;;;;;;;;;;;;;;;;;;;;;
Levetiracetam  ;;;;;;;;;;;;;;;;;;;;;;;
Levobupivacaine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Levocarnitine  ;;;;;;;;;;;;;;;;;;;;;;;
Levofloxacin  ;;;;;;;;;;;;;;;;;;;;;;;
levoleucovorin  ;;;;;;;;;;;;;;;;;;;;;;;
Levorphanol  ;;;;;;;;;;;;;;;;;;;;;;;
Levothyroxine Sodium  ;;;;;;;;;;;;;;;;;;;;;;;
Lidocaine  ;;;;;;;;;;;;;;;;;;;;;;;
Lidocaine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Lincomycin  ;;;;;;;;;;;;;;;;;;;;;;;
linezolid  ;;;;;;;;;;;;;;;;;;;;;;;
liothyronine sodium  ;;;;;;;;;;;;;;;;;;;;;;;
Liver Extract  ;;;;;;;;;;;;;;;;;;;;;;;
Lorazepam  ;;;;;;;;;;;;;;;;;;;;;;;
Loxapine  ;;;;;;;;;;;;;;;;;;;;;;;
Lutropin alfa  UNT;;;;;;;;;;;;;;;;;;;;;;;
Lymphocyte immune globulin  ;;;;;;;;;;;;;;;;;;;;;;;
Magnesium Chloride  ;;;; Chewable Tablet;;;;;;;;;;;;;;;;;;;
MANGAFODIPIR  ;;;; Chewable Tablet ;;;;;;;;;;;;;;;;;;;
manganese sulfate  ;;;;;;;;;;;;;;;;;;;;;;;
Mannitol  ;;;;;;;;;;;;;;;;;;;;;;;
Measles Vaccine  UNT;;;;;;;;;;;;;;;;;;;;;;;
mecasermin  ;;;;;;;;;;;;;;;;;;;;;;;
mecasermin rinfabate  ;;;;;;;;;;;;;;;;;;;;;;;
Mechlorethamine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Medetomidine  ;;;;;;;;;;;;;;;;;;;;;;;
melarsomine dihydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
meloxicam  ;;;;;;;;;;;;;;;;;;;;;;;
Melphalan  ;;;;;;;;;;;;;;;;;;;;;;;
menadiol  ;;;;;;;;;;;;;;;;;;;;;;;
Meperidine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Mephentermine  ;;;;;;;;;;;;;;;;;;;;;;;
Mepivacaine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Mepivacaine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Meptazinol  ;;;;;;;;;;;;;;;;;;;;;;;
meropenem  ;;;;;;;;;;;;;;;;;;;;;;;
Mesna  ;;;;;;;;;;;;;;;;;;;;;;;
Mesoridazine  ;;;;;;;;;;;;;;;;;;;;;;;
metaproterenol  ;;;;;;;;;;;;;;;;;;;;;;;
Metaraminol  ;;;;;;;;;;;;;;;;;;;;;;;
Methadone Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Methicillin Sodium  ;;;;;;;;;;;;;;;;;;;;;;;
Methocarbamol  ;;;;;;;;;;;;;;;;;;;;;;;
Methohexital Sodium  ;;;;;;;;;;;;;;;;;;;;;;;
Methotrexate  ;;;;;;;;;;;;;;;;;;;;;;;
Methotrimeprazine  ;;;;;;;;;;;;;;;;;;;;;;;
Methoxamine  ;;;;;;;;;;;;;;;;;;;;;;;
Methoxsalen  ;;;;;;;;;;;;;;;;;;;;;;;
Methyldopate  ;;;;;;;;;;;;;;;;;;;;;;;
Methylergonovine Maleate  ;;;; Sodium gluconate ;;;;;;;;;;;;;;;;;;;
Methylnaltrexone bromide  ;;;;;;;;;;;;;;;;;;;;;;;
Methylprednisolone  ;;;;;;;;;;;;;;;;;;;;;;;
Metoclopramide  ;;;;;;;;;;;;;;;;;;;;;;;
metocurine  ;;;;;;;;;;;;;;;;;;;;;;;
Metoprolol Tartrate  ;;;;;;;;;;;;;;;;;;;;;;;
Metronidazole  ;;;;;;;;;;;;;;;;;;;;;;;
Mezlocillin  ;;;;;;;;;;;;;;;;;;;;;;;
MICAFUNGIN SODIUM  ;;;;;;;;;;;;;;;;;;;;;;;
Miconazole Nitrate  ;;;;;;;;;;;;;;;;;;;;;;;
Midazolam  ;;;;;;;;;;;;;;;;;;;;;;;
Milrinone  ;;;;;;;;;;;;;;;;;;;;;;;
Minocycline  ;;;;;;;;;;;;;;;;;;;;;;;
Mitomycin  ;;;;;;;;;;;;;;;;;;;;;;;
Mitoxantrone  ;;;;;;;;;;;;;;;;;;;;;;;
mivacurium  ;;;; Oral Tablet;;;;;;;;;;;;;;;;;;;
molgramostim  ;;;;;;;;;;;;;;;;;;;;;;;
Molybdenum  ;;;;;;;;;;;;;;;;;;;;;;;
monooctanoin  ;;;;;;;;;;;;;;;;;;;;;;;
Morphine  ;;;;;;;;;;;;;;;;;;;;;;;
Morphine Sulfate  ;;;;;;;;;;;;;;;;;;;;;;;
Moxidectin  ;;;;;;;;;;;;;;;;;;;;;;;
moxifloxacin  ;;;;;;;;;;;;;;;;;;;;;;;
Moxisylyte  ;;;;;;;;;;;;;;;;;;;;;;;
Muromonab-CD  ;;;;;;;;;;;;;;;;;;;;;;;
mycophenolate mofetil  ;;;;;;;;;;;;;;;;;;;;;;;
Nafcillin  ;;;;;;;;;;;;;;;;;;;;;;;
Nalbuphine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
nalmefene  ;;;;;;;;;;;;;;;;;;;;;;;
Naloxone Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Nandrolone  ;;;;;;;;;;;;;;;;;;;;;;;
natalizumab  ;;;;;;;;;;;;;;;;;;;;;;;
Nefopam  ;;;;;;;;;;;;;;;;;;;;;;;
nelarabine  ;;;;;;;;;;;;;;;;;;;;;;;
Neostigmine  ;;;;;;;;;;;;;;;;;;;;;;;
Nesiritide  ;;;;;;;;;;;;;;;;;;;;;;;
Netilmicin  ;;;;;;;;;;;;;;;;;;;;;;;
Nicardipine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Nitroglycerin  ;;;;;;;;;;;;;;;;;;;;;;;
Nitroprusside  ;;;;;;;;;;;;;;;;;;;;;;;
Nizatidine  ;;;;;;;;;;;;;;;;;;;;;;;
Norepinephrine  ;;;;;;;;;;;;;;;;;;;;;;;
ocriplasmin  ;;;;;;;;;;;;;;;;;;;;;;;
Octreotide  ;;;;;;;;;;;;;;;;;;;;;;;
ofatumumab  ;;;;;;;;;;;;;;;;;;;;;;;
Ofloxacin  ;;;;;;;;;;;;;;;;;;;;;;;
olanzapine  ;;;;;;;;;;;;;;;;;;;;;;;
omacetaxine mepesuccinate  ;;;;;;;;;;;;;;;;;;;;;;;
omalizumab  ;;;;;;;;;;;;;;;;;;;;;;;
Omeprazole  ;;;;;;;;;;;;;;;;;;;;;;;
onabotulinumtoxinA  UNT;;;;;;;;;;;;;;;;;;;;;;;
Ondansetron  ;;;;;;;;;;;;;;;;;;;;;;;
Oprelvekin  ;;;;;;;;;;;;;;;;;;;;;;;
Orphenadrine Citrate  ;;;;;;;;;;;;;;;;;;;;;;;
Orphenadrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Ouabain  ;;;;;;;;;;;;;;;;;;;;;;;
Oxacillin  ;;;;;;;;;;;;;;;;;;;;;;;
oxaliplatin  ;;;;;;;;;;;;;;;;;;;;;;;
Oxymorphone Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Oxytetracycline  ;;;;;;;;;;;;;;;;;;;;;;;
Oxytocin  UNT;;;;;;;;;;;;;;;;;;;;;;;
Paclitaxel  ;;;;;;;;;;;;;;;;;;;;;;;
Palifermin  ;;;;;;;;;;;;;;;;;;;;;;;
palivizumab  ;;;;;;;;;;;;;;;;;;;;;;;
palonosetron  ;;;;;;;;;;;;;;;;;;;;;;;
Pamidronate Disodium  ;;;;;;;;;;;;;;;;;;;;;;;
Pancuronium Bromide  ;;;;;;;;;;;;;;;;;;;;;;;
panitumumab  ;;;;;;;;;;;;;;;;;;;;;;;
pantoprazole  ;;;;;;;;;;;;;;;;;;;;;;;
Papaveretum  ;;;;;;;;;;;;;;;;;;;;;;;
paricalcitol  ;;;;;;;;;;;;;;;;;;;;;;;
PASIREOTIDE  ;;;;;;;;;;;;;;;;;;;;;;;
pegademase bovine  UNT;;;;;;;;;;;;;;;;;;;;;;;
pegaptanib  ;;;;;;;;;;;;;;;;;;;;;;;
pegaspargase  UNT;;;;;;;;;;;;;;;;;;;;;;;
pegfilgrastim  ;;;;;;;;;;;;;;;;;;;;;;;
peginesatide  ;;;;;;;;;;;;;;;;;;;;;;;
peginterferon alfa-a  ;;;;;;;;;;;;;;;;;;;;;;;
peginterferon alfa-b  ;;;;;;;;;;;;;;;;;;;;;;;
Pegloticase  ;;;;;;;;;;;;;;;;;;;;;;;
pegvisomant  ;;;;;;;;;;;;;;;;;;;;;;;
pemetrexed  ;;;;;;;;;;;;;;;;;;;;;;;
Penicillin G Potassium  UNT;;;;;;;;;;;;;;;;;;;;;;;
Pentagastrin  ;;;;;;;;;;;;;;;;;;;;;;;
Pentamidine Isethionate  ;;;;;;;;;;;;;;;;;;;;;;;
Pentastarch  ;;;;;;;;;;;;;;;;;;;;;;;
Pentazocine  ;;;;;;;;;;;;;;;;;;;;;;;
Pentobarbital  ;;;;;;;;;;;;;;;;;;;;;;;
Pentostatin  ;;;;;;;;;;;;;;;;;;;;;;;
Pentoxifylline  ;;;;;;;;;;;;;;;;;;;;;;;
Perphenazine  ;;;;;;;;;;;;;;;;;;;;;;;
pertuzumab  ;;;;;;;;;;;;;;;;;;;;;;;
Phenobarbital  ;;;;;;;;;;;;;;;;;;;;;;;
Phenoperidine  ;;;;;;;;;;;;;;;;;;;;;;;
Phenoxybenzamine  ;;;;;;;;;;;;;;;;;;;;;;;
Phentolamine Mesylate  ;;;;;;;;;;;;;;;;;;;;;;;
Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Phenytoin sodium  ;;;;;;;;;;;;;;;;;;;;;;;
physostigmine salicylate  ;;;;;;;;;;;;;;;;;;;;;;;
Pipecuronium  ;;;;;;;;;;;;;;;;;;;;;;;
Piperacillin  ;;;;;;;;;;;;;;;;;;;;;;;
Piroxicam  ;;;;;;;;;;;;;;;;;;;;;;;
plasma protein fraction  ;;;;;;;;;;;;;;;;;;;;;;;
Plerixafor  ;;;;;;;;;;;;;;;;;;;;;;;
Plicamycin  ;;;;;;;;;;;;;;;;;;;;;;;
polidocanol  ;;;;;;;;;;;;;;;;;;;;;;;
Polygeline  ;;;;;;;;;;;;;;;;;;;;;;;
Polymyxin B  UNT;;;;;;;;;;;;;;;;;;;;;;;
polysulfated glycosaminoglycan  ;;;;;;;;;;;;;;;;;;;;;;;
Potassium Chloride  MEQ;;;;;;;;;;;;;;;;;;;;;;;
Practolol  ;;;;;;;;;;;;;;;;;;;;;;;
Pralatrexate  ;;;;;;;;;;;;;;;;;;;;;;;
pralidoxime  ;;;;;;;;;;;;;;;;;;;;;;;
Praziquantel  ;;;;;;;;;;;;;;;;;;;;;;;
prednisolone  ;;;;;;;;;;;;;;;;;;;;;;;
Prilocaine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Procainamide Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Procaine  ;;;;;;;;;;;;;;;;;;;;;;;
Prochlorperazine  ;;;;;;;;;;;;;;;;;;;;;;;
Procyclidine  ;;;;;;;;;;;;;;;;;;;;;;;
Progesterone  ;;;;;;;;;;;;;;;;;;;;;;;
Promazine  ;;;;;;;;;;;;;;;;;;;;;;;
Promethazine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
propiomazine  ;;;;;;;;;;;;;;;;;;;;;;;
Propranolol Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
Protein C Concentrate (Human)  UNT;;;;;;;;;;;;;;;;;;;;;;;
Purified Protein Derivative of Tuberculin  UNT;;;;;;;;;;;;;;;;;;;;;;;
Purified Protein Derivative of Tuberculin  UNT;;;;;;;;;;;;;;;;;;;;;;;
Pyridostigmine  ;;;;;;;;;;;;;;;;;;;;;;;
Pyridostigmine Bromide  ;;;;;;;;;;;;;;;;;;;;;;;
Rabbit anti-human T-lymphocyte globulin  ;;;;;;;;;;;;;;;;;;;;;;;
raltitrexed  ;;;;;;;;;;;;;;;;;;;;;;;
ranibizumab  ;;;;;;;;;;;;;;;;;;;;;;;
Ranitidine  ;;;;;;;;;;;;;;;;;;;;;;;
rapacuronium  ;;;;;;;;;;;;;;;;;;;;;;;
Rasburicase  ;;;;;;;;;;;;;;;;;;;;;;;
regadenoson  ;;;;;;;;;;;;;;;;;;;;;;;
remifentanil  ;;;;;;;;;;;;;;;;;;;;;;;
respiratory syncytial virus immune globulin intravenous  ;;;;;;;;;;;;;;;;;;;;;;;
Reteplase  UNT;;;;;;;;;;;;;;;;;;;;;;;
Rho(D) Immune Globulin  ;;;;;;;;;;;;;;;;;;;;;;;
Rho(D) Immune Globulin  UNT;;;;;;;;;;;;;;;;;;;;;;;
Rifampin  ;;;;;;;;;;;;;;;;;;;;;;;
rilonacept  ;;;;;;;;;;;;;;;;;;;;;;;
rimabotulinumtoxinB  UNT;;;;;;;;;;;;;;;;;;;;;;;
Ritodrine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
rituximab  ;;;;;;;;;;;;;;;;;;;;;;;
rocuronium bromide  ;;;;;;;;;;;;;;;;;;;;;;;
romidepsin  ;;;;;;;;;;;;;;;;;;;;;;;
Romifidine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
romiplostim  ;;;;;;;;;;;;;;;;;;;;;;;
Ropivacaine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;;
